index,file_id,file_name,api,rank,operation,segment,offset,size,start,end,ost,consec,seq
0,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,0,3762868224,4096,1706055386.4499,1706055387.2606,,False,False
1,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,1,796348416,4096,1706055387.2606,1706055387.2607,,False,False
2,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,2,2140307456,4096,1706055387.2607,1706055387.2607,,True,False
3,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,3,652333056,4096,1706055387.2607,1706055387.2608,,False,False
4,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,4,396197888,4096,1706055387.2608,1706055387.2609,,False,False
5,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,5,54775808,4096,1706055387.2609,1706055387.2609,,False,False
6,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,6,4266086400,4096,1706055387.2609,1706055387.261,,True,False
7,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,7,204853248,4096,1706055387.261,1706055387.2611,,False,False
8,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,8,280489984,4096,1706055387.2611,1706055387.2611,,True,False
9,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,9,2257534976,4096,1706055387.2611,1706055387.2611,,True,False
10,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,10,1682239488,4096,1706055387.2611,1706055387.2612,,False,False
11,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,11,299851776,4096,1706055387.2612,1706055387.2612,,False,False
12,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,12,2632560640,4096,1706055387.2612,1706055387.2613,,True,False
13,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,13,1213140992,4096,1706055387.2613,1706055387.2613,,False,False
14,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,14,1666494464,4096,1706055387.2613,1706055387.2614,,True,False
15,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,15,4247474176,4096,1706055387.2614,1706055387.2615,,True,False
16,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,16,3902672896,4096,1706055387.2615,1706055387.2615,,False,False
17,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,17,248795136,4096,1706055387.2615,1706055387.2615,,False,False
18,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,18,2233020416,4096,1706055387.2615,1706055387.2616,,True,False
19,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,19,3142500352,4096,1706055387.2616,1706055387.2616,,True,False
20,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,20,1944158208,4096,1706055387.2616,1706055387.2617,,False,False
21,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,21,1813020672,4096,1706055387.2617,1706055387.2617,,False,False
22,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,22,457371648,4096,1706055387.2617,1706055387.2618,,False,False
23,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,23,979013632,4096,1706055387.2618,1706055387.2618,,True,False
24,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,24,196538368,4096,1706055387.2618,1706055387.2619,,False,False
25,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,25,4197404672,4096,1706055387.2619,1706055387.2619,,True,False
26,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,26,85164032,4096,1706055387.2619,1706055387.262,,False,False
27,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,27,2747944960,4096,1706055387.262,1706055387.262,,True,False
28,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,28,3384156160,4096,1706055387.262,1706055387.2621,,True,False
29,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,29,2081349632,4096,1706055387.2621,1706055387.2621,,False,False
30,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,30,2963849216,4096,1706055387.2621,1706055387.2621,,True,False
31,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,31,2208149504,4096,1706055387.2622,1706055387.2622,,False,False
32,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,32,1706246144,4096,1706055387.2622,1706055387.2622,,False,False
33,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,33,1400770560,4096,1706055387.2622,1706055387.2623,,False,False
34,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,34,1280765952,4096,1706055387.2623,1706055387.2624,,False,False
35,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,35,2450694144,4096,1706055387.2624,1706055387.2624,,True,False
36,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,36,3198373888,4096,1706055387.2624,1706055387.2625,,True,False
37,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,37,3112820736,4096,1706055387.2625,1706055387.2625,,False,False
38,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,38,83148800,4096,1706055387.2625,1706055387.2626,,False,False
39,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,39,2907525120,4096,1706055387.2626,1706055387.2626,,True,False
40,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,40,797458432,4096,1706055387.2626,1706055387.2626,,False,False
41,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,41,986329088,4096,1706055387.2626,1706055387.2627,,True,False
42,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,42,336633856,4096,1706055387.2627,1706055387.2627,,False,False
43,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,43,3701432320,4096,1706055387.2627,1706055387.2628,,True,False
44,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,44,3751440384,4096,1706055387.2628,1706055387.2628,,True,False
45,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,45,1094574080,4096,1706055387.2628,1706055387.2629,,False,False
46,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,46,3186999296,4096,1706055387.2629,1706055387.2629,,True,False
47,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,47,560746496,4096,1706055387.2629,1706055387.263,,False,False
48,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,48,2541686784,4096,1706055387.263,1706055387.263,,True,False
49,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,49,3679879168,4096,1706055387.263,1706055387.2631,,True,False
50,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,50,4231720960,4096,1706055387.2631,1706055387.2631,,True,False
51,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,51,4233850880,4096,1706055387.2631,1706055387.2632,,True,False
52,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,52,2076033024,4096,1706055387.2632,1706055387.2632,,False,False
53,16655417992874387765,/mnt/IOLustre/io500/datafiles_0/2024.01.23-19.16.25/ior-rnd4K/file,POSIX,0,write,53,764448768,4096,1706055387.2632,1706055387.2633,,False,False
