index,file_id,file_name,api,rank,operation,segment,offset,size,start,end,ost,consec,seq
0,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,0,2004877312,1048576,1706059483.36,1706059483.3622,5,False,False
1,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,1,3889168384,1048576,1706059483.3622,1706059483.3642,5,True,False
2,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,2,3955228672,1048576,1706059483.3642,1706059483.3662,5,True,False
3,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,3,4253024256,1048576,1706059483.3662,1706059483.3687,5,True,False
4,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,4,2686451712,1048576,1706059483.3687,1706059483.3709,5,False,False
5,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,5,2840592384,1048576,1706059483.3709,1706059483.3742,5,True,False
6,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,6,398458880,1048576,1706059483.3742,1706059483.3758,5,False,False
7,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,7,1933574144,1048576,1706059483.3759,1706059483.3772,5,True,False
8,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,8,3373268992,1048576,1706059483.3772,1706059483.3785,5,True,False
9,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,9,1297088512,1048576,1706059483.3786,1706059483.3799,5,False,False
10,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,10,1226833920,1048576,1706059483.3799,1706059483.3916,5,False,False
11,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,11,946864128,1048576,1706059483.3917,1706059483.3944,5,False,False
12,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,12,2339373056,1048576,1706059483.3944,1706059483.4033,5,True,False
13,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,13,231735296,1048576,1706059483.4034,1706059483.4163,5,False,False
14,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,14,2193620992,1048576,1706059483.4163,1706059483.4303,5,True,False
15,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,15,3314548736,1048576,1706059483.4304,1706059483.4447,5,True,False
16,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,16,520093696,1048576,1706059483.4447,1706059483.4627,5,False,False
17,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,17,2283798528,1048576,1706059483.4627,1706059483.4809,5,True,False
18,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,18,3304062976,1048576,1706059483.4809,1706059483.5487,5,True,False
19,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,19,2732589056,1048576,1706059483.5488,1706059483.6422,5,False,False
20,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,20,2038431744,1048576,1706059483.6423,1706059483.6578,5,False,False
21,8497853138264403796,/mnt/IOLustre/io500/datafiles_0/2024.01.23-20.24.42/ior-rnd1MB/file,POSIX,0,write,21,73400320,1048576,1706059483.6578,1706059483.6715,5,False,False
